Incubation_Start_Date,Incubation_End_Date,Temperature,Humidity,Egg_Weight,Egg_Turning_Frequency,Hatched
03/06/2024,03/25/2024,37.554738,51.089748,61.010727,3,0
05/20/2023,06/09/2023,38.053137,51.384502,46.689456,6,0
04/01/2024,04/22/2024,38.086382,55.51879,64.938305,3,0
12/23/2023,01/13/2024,37.477083,52.940089,52.672543,4,0
10/04/2023,10/24/2023,37.275789,51.548097,68.0342,3,0
01/01/2023,01/23/2023,37.67984,50.703721,52.283565,6,0
03/19/2024,04/09/2024,37.069272,58.708764,55.09229,5,0
10/18/2023,11/08/2023,37.688867,55.412346,59.158466,6,1
09/25/2024,10/14/2024,37.675736,57.431443,54.939094,4,0
06/12/2023,07/02/2023,38.094438,50.954961,56.486309,5,0
12/16/2024,01/06/2025,38.134471,55.10096,56.466168,5,0
05/31/2024,06/23/2024,37.724985,56.298276,66.323508,6,0
11/28/2023,12/17/2023,37.917625,49.083279,62.053986,6,0
05/14/2023,06/06/2023,37.330981,50.767183,58.296296,6,0
06/07/2023,06/28/2023,37.557418,54.64073,53.039689,6,1
10/10/2023,10/30/2023,38.006225,56.163569,56.060439,5,0
02/16/2024,03/07/2024,37.68065,54.092552,52.066974,4,0
12/12/2024,01/04/2025,37.531684,56.598964,55.969637,3,0
01/15/2024,02/03/2024,37.266731,56.538314,53.732881,6,1
01/12/2023,02/01/2023,37.099659,61.062531,50.059128,3,0
10/28/2023,11/17/2023,37.522416,55.680932,62.276204,6,1
03/15/2024,04/04/2024,37.467496,55.854242,57.253352,6,1
09/09/2023,09/30/2023,37.460314,48.999014,49.846358,3,0
03/26/2024,04/15/2024,37.35788,58.424551,60.640791,6,0
09/05/2024,09/27/2024,37.718236,49.311672,58.083612,6,0
07/07/2024,07/29/2024,37.302837,61.15137,64.109901,3,0
09/28/2023,10/18/2023,38.250934,53.471464,59.377893,3,0
05/28/2024,06/16/2024,37.324186,54.391454,68.426048,3,1
09/08/2024,10/01/2024,37.415726,56.030323,56.694946,4,1
05/23/2023,06/11/2023,37.820948,53.202338,61.669695,6,0
07/14/2023,08/05/2023,37.446286,59.902176,61.811676,6,1
02/09/2023,03/03/2023,37.29761,50.922452,55.469364,6,1
01/06/2023,01/28/2023,37.680387,58.419031,55.023711,5,0
09/10/2024,10/01/2024,37.713752,53.420685,49.673954,4,1
12/24/2024,01/16/2025,36.988502,60.473421,57.127659,4,0
12/23/2024,01/13/2025,37.167108,51.434438,62.12534,5,0
08/09/2024,08/31/2024,37.36948,50.406908,59.938079,5,0
01/03/2024,01/24/2024,37.337191,55.23862,55.068791,6,1
07/31/2024,08/21/2024,37.709709,52.401846,63.190597,5,1
12/15/2023,01/03/2024,37.388037,53.391556,63.749928,5,1
09/07/2024,09/26/2024,37.174599,63.19235,56.585744,5,0
01/03/2023,01/25/2023,37.345484,53.864128,58.379917,4,1
07/14/2024,08/04/2024,37.784209,57.523524,58.110307,4,0
03/16/2023,04/08/2023,37.531177,51.824818,57.258559,3,1
01/17/2024,02/09/2024,37.694116,55.585193,63.966613,5,0
03/19/2024,04/10/2024,37.166054,57.317133,60.064439,3,0
12/20/2024,01/10/2025,37.460869,51.460119,64.496948,6,1
12/24/2024,01/14/2025,37.285653,57.665867,40.391952,6,0
08/14/2024,09/06/2024,37.874456,58.318418,56.538229,6,1
07/12/2024,08/03/2024,37.601955,56.677733,65.458676,4,0
06/08/2023,06/28/2023,37.320781,53.962179,46.677737,6,0
09/19/2024,10/09/2024,37.579594,55.157293,63.894542,6,1
12/03/2023,12/26/2023,37.458751,53.781359,56.159336,3,0
05/18/2023,06/07/2023,38.176121,55.214225,47.60513,6,0
03/19/2023,04/07/2023,37.123686,53.635976,53.185633,4,0
12/04/2024,12/27/2024,37.594744,53.878722,60.401143,4,1
07/19/2024,08/08/2024,37.905544,56.040388,54.114412,5,0
08/24/2023,09/13/2023,37.77739,54.974154,58.062288,3,1
09/15/2023,10/05/2023,38.053236,52.527219,51.552479,6,0
11/13/2023,12/06/2023,37.531776,56.106861,63.069542,3,1
02/21/2024,03/12/2024,37.329411,57.952673,58.441878,6,1
11/14/2023,12/03/2023,37.333896,60.093463,62.941758,5,0
05/25/2024,06/17/2024,37.934839,55.052671,47.177561,5,0
05/27/2023,06/15/2023,38.065789,52.806599,61.635279,6,0
08/24/2023,09/15/2023,37.734364,52.727635,57.046715,3,0
09/24/2023,10/13/2023,37.303219,51.128097,69.784983,3,0
07/05/2023,07/26/2023,37.662349,52.222744,63.050328,3,0
08/28/2024,09/20/2024,37.8326,52.964868,65.047555,5,1
02/29/2024,03/21/2024,37.22045,54.129126,55.201345,5,0
03/24/2023,04/13/2023,37.223507,56.623851,47.594549,5,0
07/15/2023,08/06/2023,37.799873,52.577643,59.610011,6,0
04/08/2024,04/27/2024,38.005,59.333053,58.694825,5,1
12/18/2024,01/08/2025,37.853041,57.753531,56.292431,6,0
02/16/2024,03/09/2024,37.368857,48.37506,63.012273,6,0
05/19/2023,06/10/2023,37.967995,52.612512,51.667619,5,0
01/24/2023,02/16/2023,37.818417,60.721549,59.100372,5,0
03/20/2023,04/10/2023,37.850079,58.249151,62.084798,4,0
04/06/2023,04/28/2023,37.741349,54.195191,63.583378,6,0
06/22/2023,07/11/2023,37.763556,57.873126,56.484088,5,0
08/21/2024,09/09/2024,37.758661,53.996417,53.134516,3,0
02/21/2024,03/14/2024,37.855839,56.129974,66.820747,3,0
04/09/2024,04/28/2024,37.623429,49.306942,51.178324,3,0
06/28/2023,07/19/2023,37.548321,57.113478,55.430756,4,1
11/11/2024,12/04/2024,37.538941,51.944857,60.535434,4,0
04/08/2023,04/30/2023,37.457872,54.990503,51.964161,5,0
10/23/2023,11/11/2023,37.751134,60.457821,50.248344,4,0
12/19/2023,01/10/2024,37.466312,56.625607,64.478126,4,0
04/05/2023,04/25/2023,38.026052,58.258135,57.760556,6,0
04/04/2023,04/25/2023,37.606214,53.223149,53.018434,3,0
09/03/2024,09/23/2024,37.682746,52.617154,66.529212,6,0
05/19/2024,06/10/2024,37.34509,53.946634,52.106795,3,0
07/15/2023,08/04/2023,37.846292,55.87506,66.075977,3,1
09/06/2024,09/25/2024,38.046903,55.336705,59.992977,6,0
04/13/2024,05/03/2024,37.678923,55.922849,53.252808,5,1
06/10/2024,07/02/2024,37.98159,55.965235,58.3494,4,0
04/14/2024,05/04/2024,37.371299,53.858093,52.971903,6,0
08/09/2023,08/29/2023,37.424837,55.63523,57.045605,3,0
03/01/2024,03/23/2024,37.987348,51.499689,64.357424,6,0
08/29/2023,09/18/2023,37.431786,55.602296,59.299837,4,0
06/30/2023,07/22/2023,37.567408,57.485409,63.740704,6,0
11/25/2024,12/15/2024,37.805918,52.962526,71.119282,4,0
07/31/2023,08/23/2023,38.101193,54.689871,63.182017,6,0
08/12/2023,08/31/2023,38.046918,55.454567,63.288669,6,0
12/09/2024,12/29/2024,38.190832,55.394206,62.003304,4,0
06/30/2023,07/20/2023,37.936511,54.016844,61.765041,5,0
12/08/2024,12/31/2024,37.155216,55.234942,56.959315,6,0
06/11/2023,07/01/2023,37.365512,54.937584,52.964726,3,0
06/03/2023,06/22/2023,37.765249,57.373688,59.97799,3,0
08/19/2023,09/07/2023,37.670403,46.952726,57.327493,3,0
08/09/2024,09/01/2024,37.64817,55.716788,64.402533,4,0
11/21/2023,12/13/2023,37.441365,64.861176,60.699366,5,1
12/23/2023,01/14/2024,37.244419,53.052428,67.457671,4,0
09/28/2024,10/17/2024,37.596291,59.004788,62.899608,3,0
05/12/2024,06/01/2024,38.01295,52.796166,61.551292,6,0
09/06/2024,09/27/2024,37.351407,58.412649,57.895425,3,0
01/14/2024,02/06/2024,37.58934,53.142679,66.434832,4,0
04/23/2024,05/15/2024,38.167865,53.400119,42.88341,3,0
05/16/2024,06/04/2024,37.750569,55.940964,52.935263,3,0
03/31/2023,04/22/2023,37.07096,55.462559,50.004499,5,0
05/27/2023,06/16/2023,37.347463,53.69212,55.239236,6,1
04/21/2024,05/13/2024,37.75665,54.397166,59.241318,4,1
02/25/2023,03/17/2023,37.240795,53.718693,55.892173,6,0
10/06/2024,10/26/2024,37.333819,50.140669,54.142613,5,0
09/09/2023,10/01/2023,37.544345,55.82166,57.02315,4,0
12/24/2024,01/14/2025,38.270493,54.810929,58.713796,3,0
08/13/2024,09/05/2024,37.67522,52.152612,61.699498,5,1
01/01/2023,01/21/2023,37.925036,55.815399,65.565412,6,0
07/18/2023,08/09/2023,38.069752,53.084305,62.574097,5,0
12/20/2023,01/08/2024,37.916338,57.805014,56.966095,4,0
03/18/2024,04/08/2024,38.149738,51.158136,56.620528,5,0
01/05/2023,01/24/2023,37.084601,51.171114,56.49551,6,0
02/17/2024,03/10/2024,37.123,55.183682,61.706618,4,0
04/29/2024,05/21/2024,37.93356,56.437129,50.296263,3,0
06/07/2023,06/27/2023,37.799148,55.92608,61.952331,3,0
06/22/2023,07/12/2023,37.535396,53.813331,60.019622,4,0
08/24/2024,09/16/2024,37.534794,53.516153,56.101887,4,0
10/19/2023,11/11/2023,38.036451,55.022725,61.714463,5,1
02/15/2024,03/06/2024,36.689205,61.002589,55.113205,5,0
12/14/2024,01/03/2025,37.615251,57.67618,49.438788,6,1
12/17/2023,01/08/2024,37.729292,55.368769,54.256335,4,0
01/23/2024,02/14/2024,37.750365,53.717677,58.666637,4,1
07/25/2024,08/17/2024,37.802246,57.986763,62.982912,4,0
06/29/2023,07/19/2023,37.617994,58.035013,60.774811,3,0
10/03/2024,10/25/2024,37.209021,53.174417,54.970021,4,0
02/10/2023,03/01/2023,37.904583,52.348838,59.878702,3,1
02/07/2024,02/28/2024,37.489011,53.885665,60.705854,6,0
11/20/2024,12/10/2024,37.868835,58.375063,62.290079,6,0
02/19/2024,03/10/2024,37.468802,52.818634,59.502674,5,1
01/30/2023,02/22/2023,37.721647,53.044437,72.369774,4,0
05/11/2023,05/31/2023,37.395851,55.146934,61.46017,5,0
06/02/2024,06/24/2024,37.324464,54.884597,63.434995,5,1
07/17/2024,08/09/2024,37.29559,58.913881,63.118408,3,0
05/18/2023,06/08/2023,37.780765,58.902419,50.26067,4,0
12/07/2023,12/26/2023,37.768064,59.185085,69.816824,3,0
01/14/2023,02/02/2023,37.296496,60.730796,53.801841,4,0
12/21/2024,01/12/2025,37.015594,55.472899,68.097338,5,0
09/15/2024,10/05/2024,37.644144,55.567051,52.827728,3,0
02/08/2024,02/29/2024,37.43145,52.428433,50.863312,6,1
11/19/2024,12/12/2024,37.75012,58.11264,58.141182,5,0
05/01/2023,05/22/2023,37.381945,53.107574,64.320437,6,0
05/18/2023,06/10/2023,37.834316,52.434589,68.799713,4,0
08/17/2023,09/06/2023,37.768663,54.435038,69.369814,5,1
04/26/2023,05/16/2023,37.64673,52.38322,52.865319,4,0
02/26/2024,03/16/2024,37.594081,58.496858,57.759884,6,0
10/10/2023,11/02/2023,37.815008,57.728747,62.300266,6,0
11/11/2024,12/04/2024,37.319915,54.983142,50.530007,4,0
04/25/2024,05/15/2024,37.660641,56.328176,55.365061,4,0
04/12/2023,05/03/2023,37.550993,51.00875,53.753148,4,0
12/04/2024,12/23/2024,37.81489,58.461277,55.241745,6,1
08/07/2024,08/27/2024,37.535138,57.551013,44.199942,3,0
12/18/2024,01/09/2025,37.666472,55.194344,64.204898,4,0
09/20/2023,10/12/2023,37.353595,55.575397,58.807483,5,0
01/11/2024,02/02/2024,37.408937,51.9069,70.1101,4,0
10/03/2024,10/26/2024,37.660135,58.108813,61.73368,4,0
03/15/2023,04/03/2023,37.083723,52.932569,56.314861,5,0
10/01/2024,10/22/2024,37.963284,54.19173,64.16177,3,0
12/18/2023,01/07/2024,38.029046,54.632631,60.925611,5,0
06/14/2023,07/04/2023,37.841925,57.461406,64.743406,6,0
03/18/2024,04/09/2024,38.041123,48.998189,62.851688,3,0
09/25/2023,10/16/2023,37.802235,59.920553,67.507112,4,0
05/29/2024,06/18/2024,37.5207,55.590008,60.536441,4,0
10/09/2023,10/31/2023,37.097301,55.104967,54.81316,3,1
03/11/2023,04/03/2023,37.633671,54.123077,58.727307,4,0
09/10/2023,10/01/2023,38.025721,59.299072,59.05296,5,0
11/26/2024,12/16/2024,37.762296,53.997299,43.648045,6,0
02/27/2024,03/18/2024,37.960957,56.305024,66.683938,3,0
02/03/2024,02/22/2024,37.493373,57.668821,56.753181,3,1
05/01/2023,05/23/2023,37.511521,51.599467,62.427051,6,1
10/16/2024,11/08/2024,37.89074,51.774778,52.006583,6,0
05/22/2023,06/13/2023,37.170826,56.038149,58.682376,6,0
09/30/2024,10/21/2024,37.557227,54.353657,46.519101,6,0
02/04/2024,02/24/2024,37.604446,54.021667,57.17186,3,1
12/17/2024,01/05/2025,37.647473,57.360109,60.038185,3,0
10/26/2023,11/17/2023,37.467352,52.679189,57.087812,4,0
02/20/2023,03/13/2023,37.886381,50.786468,59.142867,3,0
04/01/2023,04/22/2023,38.143527,60.497993,63.804908,5,0
10/22/2023,11/12/2023,38.055277,51.976247,56.779452,4,0
11/08/2024,11/30/2024,38.012647,53.582152,57.484511,3,0
07/05/2023,07/27/2023,37.472484,55.148342,71.982748,5,0
01/14/2024,02/03/2024,38.121639,53.799663,62.60463,3,0
12/15/2024,01/07/2025,38.104084,62.394106,69.754159,6,0
04/08/2024,04/30/2024,37.759959,54.92326,59.528112,4,0
07/09/2023,07/28/2023,37.210892,49.96614,60.165918,3,0
06/01/2024,06/20/2024,37.641487,54.195862,62.156473,5,1
05/29/2024,06/18/2024,37.64034,52.999137,60.49804,3,1
09/05/2023,09/26/2023,37.601198,57.034391,70.515426,3,0
10/28/2024,11/18/2024,37.716196,50.241536,52.478977,6,0
01/05/2023,01/28/2023,37.258171,58.717697,55.904389,3,0
04/23/2023,05/12/2023,37.895755,49.186777,68.135371,4,0
07/26/2023,08/15/2023,37.627236,51.630793,58.235747,6,1
04/07/2024,04/28/2024,37.715022,56.591501,59.633852,3,0
07/21/2023,08/10/2023,37.507656,57.624292,63.844171,4,1
10/03/2023,10/22/2023,38.091327,52.717776,60.552077,5,0
12/17/2024,01/06/2025,37.350342,58.204968,53.36312,3,0
09/19/2023,10/12/2023,37.646486,57.132019,62.399064,3,0
04/23/2024,05/12/2024,37.592514,54.350345,54.390821,6,0
01/05/2023,01/24/2023,37.373588,56.202047,51.795359,4,0
02/27/2024,03/17/2024,37.838877,53.584578,63.467461,6,0
08/31/2023,09/19/2023,37.781112,54.648506,68.594417,3,0
02/19/2024,03/11/2024,37.49542,58.791717,48.486588,4,0
06/11/2024,07/01/2024,37.535089,58.647421,56.979575,6,0
10/19/2023,11/11/2023,37.421333,59.10995,55.413363,3,0
01/08/2023,01/29/2023,37.975877,56.43905,55.363712,3,1
04/30/2023,05/19/2023,37.614676,56.296775,65.717067,3,1
11/20/2024,12/09/2024,37.20475,57.565612,52.524821,3,0
01/27/2024,02/18/2024,37.477562,52.252573,53.360468,4,0
03/17/2023,04/05/2023,37.758687,57.177838,54.502863,6,0
02/15/2023,03/10/2023,37.545871,51.213249,61.797098,3,1
09/06/2023,09/26/2023,37.535484,54.488582,49.18419,3,0
02/20/2024,03/13/2024,37.70363,56.015425,62.322339,3,0
01/26/2023,02/14/2023,37.513173,55.625224,63.575669,6,0
01/02/2023,01/22/2023,37.475642,51.60963,52.94269,4,1
10/17/2023,11/07/2023,37.385187,51.597942,59.419512,6,0
04/01/2023,04/23/2023,37.421084,60.501358,52.379103,5,0
03/26/2023,04/15/2023,37.854717,52.597894,53.380997,5,1
07/16/2024,08/07/2024,37.412918,53.075652,57.447446,5,1
03/26/2023,04/16/2023,38.279563,53.918341,52.769309,6,0
02/20/2023,03/11/2023,37.604405,54.269487,46.477557,6,1
04/06/2024,04/29/2024,37.301694,55.913229,56.45761,3,0
04/30/2023,05/19/2023,37.945344,51.217404,57.243124,5,1
05/05/2024,05/27/2024,37.843243,55.410281,59.838507,3,1
03/29/2024,04/21/2024,37.693642,56.079681,65.82446,5,0
12/02/2024,12/21/2024,37.165461,59.594484,54.257571,3,0
04/02/2024,04/24/2024,37.553017,48.563911,51.634701,4,0
08/27/2023,09/15/2023,37.302331,52.741025,63.470154,6,0
10/11/2023,11/02/2023,37.264649,52.706279,64.626837,6,0
07/21/2023,08/11/2023,37.275551,60.176301,57.7233,6,0
08/29/2023,09/20/2023,37.774192,51.989097,52.335796,4,1
01/17/2023,02/09/2023,37.858909,58.227397,46.196153,5,0
01/09/2024,02/01/2024,37.415779,57.613428,55.769429,6,0
01/29/2023,02/17/2023,37.142688,57.165084,70.655579,4,0
11/06/2024,11/26/2024,37.580852,57.884223,61.329385,5,1
02/12/2024,03/02/2024,37.309043,54.30279,65.779489,6,1
02/15/2023,03/10/2023,37.339709,55.192187,61.601593,5,1
12/16/2024,01/05/2025,37.903506,51.47554,57.293927,6,0
03/18/2024,04/08/2024,37.373991,52.816716,52.962511,4,0
12/22/2023,01/10/2024,37.496322,59.037678,53.701602,6,0
06/28/2023,07/17/2023,37.549796,55.913816,56.403572,4,1
04/30/2024,05/20/2024,37.63025,54.50732,65.143832,4,0
07/28/2024,08/19/2024,37.630249,47.67137,61.125968,6,0
01/20/2023,02/09/2023,37.713856,51.883502,58.938676,3,0
12/27/2023,01/15/2024,37.949837,54.403126,56.506819,3,0
08/31/2024,09/23/2024,37.181142,56.567711,59.564987,5,0
03/26/2023,04/18/2023,37.80024,49.938345,57.977901,5,0
01/27/2023,02/16/2023,37.523287,52.806234,61.449446,6,0
11/28/2024,12/20/2024,37.049111,51.562001,65.297389,3,0
01/18/2024,02/08/2024,37.514262,58.588602,60.892007,5,0
07/16/2023,08/07/2023,37.799526,50.436091,46.473768,5,0
06/02/2023,06/23/2023,37.536555,57.020462,51.579434,4,0
04/13/2024,05/05/2024,37.938569,51.991459,52.98499,6,0
01/23/2024,02/15/2024,38.030601,53.908789,62.655931,5,0
06/25/2024,07/15/2024,37.892142,60.787683,59.651548,5,0
06/13/2023,07/02/2023,37.609671,53.287335,51.283465,5,0
02/27/2023,03/19/2023,37.603733,58.040076,47.860126,3,0
03/15/2023,04/03/2023,38.025296,59.295595,57.595438,5,0
03/31/2023,04/21/2023,37.352073,60.289185,53.476412,5,0
10/18/2024,11/07/2024,37.609413,59.157311,66.253607,6,1
10/13/2024,11/01/2024,37.905261,59.147198,55.441013,4,0
10/19/2023,11/07/2023,37.547029,56.368073,56.808677,4,0
03/29/2023,04/19/2023,38.090465,51.475379,56.636244,3,0
09/13/2024,10/04/2024,37.660672,54.157636,53.212931,3,0
05/03/2023,05/24/2023,37.500394,52.601117,61.971765,4,0
02/19/2023,03/14/2023,37.395554,52.537329,56.52624,3,0
09/02/2023,09/22/2023,37.558882,61.554865,55.017074,3,0
05/25/2023,06/17/2023,37.229338,56.594073,57.698767,5,0
08/03/2023,08/22/2023,37.793928,51.494822,49.776382,6,0
06/07/2023,06/26/2023,37.726183,54.06418,62.862818,4,1
03/01/2024,03/22/2024,37.896475,55.894114,56.35752,3,0
10/16/2024,11/08/2024,37.898446,57.274101,56.071823,5,0
07/26/2024,08/17/2024,36.559992,49.133492,57.404032,3,0
01/26/2024,02/14/2024,38.10101,58.662022,66.463765,6,0
03/31/2024,04/19/2024,37.457682,54.345652,58.958687,3,1
02/03/2024,02/23/2024,37.578189,55.598084,50.246358,5,1
03/19/2024,04/08/2024,38.053523,54.002666,53.890942,4,0
10/12/2023,11/03/2023,37.44323,54.046623,51.020661,5,0
04/02/2023,04/22/2023,37.509173,57.803148,58.296622,5,0
05/03/2024,05/25/2024,37.118179,50.902224,64.510206,6,0
08/23/2023,09/15/2023,37.689792,47.374232,63.272259,5,0
11/30/2023,12/20/2023,37.52193,57.719721,70.403766,5,0
01/04/2023,01/26/2023,37.343738,56.17895,61.054538,6,1
02/28/2024,03/20/2024,37.456658,52.072971,61.144432,4,0
07/01/2023,07/24/2023,37.54481,54.426331,59.117835,6,1
10/17/2024,11/09/2024,37.935607,58.996917,50.735662,3,0
11/16/2023,12/07/2023,37.963297,52.777825,58.481172,3,0
09/01/2024,09/22/2024,37.659294,58.417047,62.714967,4,0
07/28/2023,08/20/2023,37.656402,55.725966,46.872133,3,0
09/09/2024,09/30/2024,37.385558,56.137235,52.528873,5,1
11/16/2023,12/09/2023,37.958389,53.673995,47.273886,5,0
05/25/2024,06/14/2024,37.305982,48.0816,56.113616,6,0
12/19/2024,01/10/2025,37.331951,54.480765,56.0626,6,0
02/23/2023,03/16/2023,37.610327,53.061433,62.512839,4,1
01/04/2023,01/27/2023,37.4821,49.950963,52.94496,4,0
07/24/2024,08/16/2024,37.513672,52.586674,59.24859,4,0
10/27/2023,11/19/2023,37.640563,58.231469,65.868968,4,0
06/03/2023,06/26/2023,37.688313,59.059698,60.845797,4,0
09/16/2023,10/06/2023,37.503655,57.969081,55.677041,3,0
09/04/2023,09/24/2023,37.975108,54.077858,60.874685,6,0
06/21/2024,07/13/2024,37.546431,61.074791,72.558885,5,0
04/10/2023,04/30/2023,36.951993,56.450183,59.862628,4,0
07/29/2023,08/20/2023,38.146606,56.568674,69.281664,4,0
01/15/2023,02/03/2023,37.962782,54.228669,51.740353,5,1
05/16/2024,06/08/2024,37.625232,50.904247,47.634651,4,0
07/03/2024,07/23/2024,37.544148,54.017297,53.772593,5,0
10/04/2024,10/27/2024,37.252319,54.781979,52.124778,6,0
01/16/2024,02/06/2024,37.601794,52.916754,53.95116,3,0
10/31/2023,11/21/2023,37.767179,57.586751,66.091774,6,0
02/28/2024,03/18/2024,37.788071,56.614746,63.078464,4,0
09/25/2024,10/14/2024,38.172064,49.890344,60.327836,6,0
10/13/2023,11/03/2023,37.643135,57.839069,63.305835,6,1
02/28/2024,03/18/2024,37.352008,53.079828,67.697416,3,0
02/01/2023,02/21/2023,37.782794,55.22878,61.837099,3,0
10/20/2023,11/08/2023,37.053834,58.230573,54.326127,3,0
11/01/2023,11/24/2023,37.634369,56.710607,58.536937,5,0
11/15/2023,12/06/2023,38.092974,61.241883,56.852211,6,0
12/24/2023,01/15/2024,37.250926,52.57858,59.102148,3,0
03/23/2024,04/13/2024,37.245139,49.984133,59.465952,3,0
11/11/2024,11/30/2024,37.457153,51.300181,46.359438,6,0
04/22/2023,05/12/2023,37.431274,56.099824,45.947611,6,0
07/18/2023,08/09/2023,38.285767,50.918696,52.268974,3,0
08/23/2023,09/14/2023,37.505054,56.682627,45.772833,5,0
06/23/2023,07/16/2023,37.766338,53.603132,50.523835,5,0
10/05/2024,10/27/2024,37.726758,53.817013,57.768135,6,1
10/17/2024,11/05/2024,37.751019,51.381626,59.211892,5,1
10/24/2023,11/13/2023,37.306404,63.06817,53.378578,4,0
08/19/2024,09/10/2024,37.582575,53.32416,72.909508,6,1
05/10/2023,06/01/2023,37.619442,55.148736,56.774295,3,1
05/22/2024,06/12/2024,38.153012,54.959959,59.069339,4,0
02/09/2023,03/01/2023,37.584696,54.747127,55.124471,4,0
03/20/2023,04/12/2023,37.602259,53.303895,60.258851,3,0
06/28/2024,07/20/2024,38.072747,52.404593,53.476089,5,0
07/16/2024,08/05/2024,37.905216,58.233756,50.824394,4,0
06/25/2023,07/15/2023,37.780124,51.589875,57.597982,4,1
08/14/2024,09/02/2024,37.758237,55.287185,52.44728,3,0
05/20/2024,06/10/2024,37.285927,59.165206,47.512595,5,0
10/10/2023,11/01/2023,37.745402,54.499212,69.100027,4,0
07/30/2024,08/18/2024,37.553848,57.174543,52.017944,6,0
11/08/2023,11/30/2023,38.410841,53.456964,59.102246,6,0
09/27/2024,10/16/2024,37.889395,57.316386,62.788834,3,1
05/24/2023,06/13/2023,37.185884,51.345702,53.698522,4,0
10/05/2024,10/27/2024,38.011034,54.329544,58.101712,5,0
08/17/2024,09/08/2024,37.662884,55.147101,61.181029,4,0
07/14/2023,08/05/2023,38.122088,58.35922,52.550495,5,0
07/31/2024,08/19/2024,37.448315,53.256137,63.472118,5,0
10/27/2023,11/17/2023,37.62494,57.119185,52.170372,5,1
11/30/2023,12/21/2023,37.989284,49.14043,65.423131,5,0
11/08/2024,11/30/2024,37.542504,59.842808,59.390813,3,0
09/02/2023,09/24/2023,37.725222,50.08819,59.284805,4,0
01/29/2023,02/17/2023,37.04952,61.384521,55.384738,5,0
10/28/2024,11/18/2024,37.691747,58.163577,46.104926,3,0
09/20/2023,10/10/2023,37.111842,52.423881,70.259864,4,0
10/14/2023,11/04/2023,37.519516,60.432559,49.33272,5,0
07/30/2024,08/21/2024,37.329142,60.22744,62.365766,5,0
09/14/2023,10/05/2023,37.840913,58.819592,49.263771,3,0
10/03/2023,10/22/2023,38.113578,58.699953,59.513403,5,0
03/14/2023,04/06/2023,37.529392,57.991978,49.650825,6,0
03/16/2023,04/07/2023,37.907114,47.716661,59.060373,4,0
09/03/2023,09/25/2023,37.56206,59.317271,61.659014,3,1
02/17/2023,03/10/2023,37.214572,58.412742,57.730213,3,0
11/07/2024,11/28/2024,37.784679,54.713587,64.209989,5,0
03/23/2023,04/13/2023,37.142812,55.390742,55.072311,3,0
11/15/2024,12/07/2024,37.736877,58.20431,63.225451,5,0
07/10/2023,07/29/2023,37.447011,54.428873,49.376425,6,1
09/10/2023,09/29/2023,37.367153,59.083169,60.733131,6,1
12/06/2023,12/27/2023,37.769512,53.411592,61.598624,3,0
06/14/2024,07/03/2024,37.169301,53.885533,60.404747,6,0
11/12/2023,12/05/2023,38.281153,56.768498,59.868502,4,0
09/07/2024,09/26/2024,37.086032,52.798059,69.530957,5,0
05/05/2023,05/28/2023,37.534943,52.657768,53.512887,6,1
10/30/2024,11/22/2024,37.851996,54.156425,63.062283,6,0
12/31/2024,01/19/2025,37.765047,54.723434,56.753661,4,1
02/04/2023,02/27/2023,37.826794,48.905086,47.053007,3,0
03/31/2023,04/19/2023,37.368978,54.638889,54.3867,5,0
06/29/2024,07/18/2024,37.735694,57.84084,56.768162,6,1
02/12/2023,03/07/2023,37.344451,53.265225,56.826669,5,0
08/03/2023,08/24/2023,37.929184,53.255524,66.127645,4,0
02/02/2024,02/23/2024,38.384093,54.677736,55.321349,6,0
04/08/2023,04/28/2023,38.178779,56.732426,56.570085,3,0
04/21/2024,05/10/2024,37.384542,54.286896,62.735345,5,1
03/16/2024,04/05/2024,37.283665,59.385252,66.651845,4,0
07/25/2024,08/14/2024,37.957154,60.369305,52.371232,4,0
07/12/2024,08/02/2024,37.389882,56.690107,55.694191,4,0
01/24/2023,02/16/2023,37.65501,57.061896,53.997252,5,0
03/30/2023,04/20/2023,37.608163,50.000003,67.326761,6,1
11/25/2024,12/16/2024,37.691913,56.925366,60.876155,6,0
07/24/2024,08/16/2024,37.502664,56.489665,49.994179,5,1
10/20/2024,11/08/2024,37.73133,51.570992,50.989498,6,0
03/23/2024,04/13/2024,37.57667,57.432057,59.194589,6,1
07/12/2023,08/02/2023,37.381583,57.346491,63.022158,6,0
05/03/2024,05/22/2024,37.242102,55.367914,62.57689,4,0
06/15/2023,07/08/2023,37.631122,59.076045,55.954125,6,0
12/05/2024,12/24/2024,38.02078,50.091378,58.306235,5,0
12/08/2024,12/30/2024,37.264663,57.814103,55.236558,6,1
06/05/2024,06/26/2024,37.35625,53.774709,66.902705,6,1
07/22/2023,08/12/2023,37.265134,50.574916,55.667973,5,0
08/06/2023,08/26/2023,37.821619,58.33459,67.925138,5,0
04/20/2023,05/10/2023,37.78659,55.320733,59.261399,3,1
10/26/2023,11/18/2023,37.799686,58.772374,60.630287,3,0
10/03/2023,10/22/2023,37.655133,49.100027,64.159314,5,0
05/21/2023,06/12/2023,37.864182,60.539639,57.278233,5,0
09/07/2023,09/26/2023,37.91341,55.385016,58.310339,3,0
08/07/2024,08/26/2024,37.044496,53.842511,55.651751,3,0
02/17/2023,03/12/2023,37.919959,52.229415,56.694173,4,0
